credit,default,AGE,MARRIAGE,EDUCATION_graduate school,PAY_2,BILL_AMT5,PAY_AMT6
280000,0,30,2,0,-1,7666,290
50000,0,46,2,0,0,16784,3100
20000,1,26,2,0,2,19978,483
170000,0,54,1,0,0,126635,6000
300000,0,39,1,0,0,104922,3970
20000,1,50,1,0,2,1340,450
110000,1,31,2,0,0,9298,93665
80000,0,54,1,0,3,47722,1396
80000,0,23,2,1,0,29648,663
60000,0,48,1,0,0,17281,390
30000,0,27,2,0,0,15014,1000
40000,0,26,2,1,0,11188,4000
180000,1,43,1,0,-1,1835,380
290000,0,50,1,0,-2,0,0
50000,1,26,2,1,2,27302,1500
150000,0,32,2,1,-1,11498,7007
50000,0,41,1,0,0,18450,968
20000,0,36,1,0,0,15628,0
180000,0,28,2,1,2,169075,6300
360000,0,30,2,1,-1,2722,5105
90000,1,33,1,0,0,84488,3500
450000,0,48,1,1,-2,20926,88744
140000,0,29,2,1,-2,0,0
400000,0,27,2,1,-1,0,3504
50000,0,30,1,0,2,6170,0
420000,0,50,1,0,0,249697,35000
390000,1,35,2,1,0,247613,15000
200000,0,40,1,0,-2,13621,9900
130000,0,29,2,1,0,67024,8200
360000,0,36,2,1,-1,390,390
290000,0,46,1,0,0,135147,4900
120000,0,24,2,0,0,122127,0
40000,1,24,2,1,0,37296,1500
500000,0,42,1,1,-1,49240,103686
150000,0,36,1,1,-2,2914,4734
240000,1,26,2,1,2,1925,490
80000,0,44,2,0,0,11549,0
220000,0,48,1,1,-1,1856,1648
110000,0,31,1,1,-2,163,2000
220000,0,52,1,0,0,19055,83020
100000,0,34,2,0,-2,1799,0
70000,0,42,1,0,0,8295,1000
50000,0,27,1,0,2,17380,800
200000,0,32,2,1,-1,6764,4
220000,0,42,1,0,-1,3227,3650
200000,0,42,1,0,0,144216,10314
350000,0,43,1,1,-1,7082,638
80000,0,24,2,0,0,21707,500
50000,0,56,2,0,0,19927,998
200000,0,32,2,1,-1,396,396
60000,0,31,1,0,0,22486,16000
50000,1,49,1,0,0,0,0
360000,0,33,2,1,-1,0,2219
30000,1,50,2,0,-1,0,0
90000,0,32,2,0,3,77417,3100
200000,0,32,1,1,-2,0,0
100000,0,51,2,0,0,96045,3415
200000,0,49,2,0,0,192451,11500
300000,1,26,1,1,-1,1108,100
10000,0,30,1,0,0,10052,300
400000,0,44,2,0,0,7722,159
130000,1,34,1,0,2,125874,5000
180000,0,50,2,0,-1,1552,776
370000,0,27,2,0,0,165591,3000
60000,0,46,2,1,0,23175,3500
210000,0,29,2,1,0,145487,10000
70000,1,46,1,0,0,14654,600
20000,0,33,2,1,3,16525,1504
200000,0,35,2,1,0,82814,9013
130000,0,30,1,0,0,-290,1000
120000,0,38,1,0,2,83581,0
330000,0,34,1,1,0,86005,100000
30000,1,54,1,0,2,27972,2300
480000,0,39,2,0,0,362128,9567
100000,0,39,2,1,-1,1075,0
270000,0,43,1,1,-2,9629,14524
40000,1,55,1,0,2,2400,0
180000,0,34,2,0,2,181041,6413
240000,1,25,2,0,0,112210,16290
210000,0,38,1,1,-1,10775,16520
50000,0,23,2,0,-1,43576,2001
230000,0,44,1,0,-1,1443,2965
50000,1,24,2,0,-1,0,0
250000,0,41,2,1,3,467,0
120000,0,45,1,0,-2,0,0
160000,0,35,1,0,-2,-1,598
210000,0,29,1,0,-1,732,3050
260000,0,29,2,1,0,159826,5000
310000,0,32,1,0,0,82453,5000
50000,1,42,1,0,0,47870,0
360000,0,30,2,1,-2,418,0
50000,0,24,2,1,0,29936,1034
240000,0,44,1,0,0,183962,7000
500000,0,49,1,0,0,-10505,28598
150000,0,40,1,1,0,148012,5104
160000,0,38,1,0,-1,316,316
410000,0,42,2,0,0,132106,10014
50000,0,63,2,0,2,47233,2000
50000,0,38,2,0,0,19565,672
170000,0,29,2,1,0,34343,20000
100000,0,47,2,1,0,0,0
230000,1,46,1,1,2,199689,20200
20000,1,30,2,0,2,19390,1500
170000,0,50,1,1,-2,316,2957
160000,1,36,2,1,3,916,0
400000,0,35,2,0,-1,-42,1100
340000,0,29,2,1,0,64699,1000
90000,1,31,1,0,2,83401,1500
140000,0,32,2,1,-1,13067,3015
280000,0,27,1,0,-2,107,648
180000,0,40,1,0,-1,6822,632
500000,0,53,1,1,1,854,13313
360000,0,34,1,1,-2,-200,0
50000,0,23,2,1,0,9605,350
220000,0,55,1,1,-1,5381,121953
500000,0,35,1,1,0,101568,1200
100000,0,41,2,0,-1,0,0
20000,1,29,2,1,-1,1238,1500
80000,0,26,1,0,0,20054,133
160000,0,38,1,1,-1,827,827
240000,0,39,1,0,-1,-300,1442
450000,0,36,1,0,-1,0,0
50000,0,39,2,0,-1,18364,1000
150000,1,37,1,0,0,32193,1194
290000,0,36,1,0,0,82792,2500
50000,0,22,2,0,0,4782,5000
80000,0,38,1,0,-1,0,0
50000,1,45,2,0,2,30149,0
50000,0,30,1,0,0,4920,68
500000,0,42,1,0,0,178758,50000
500000,1,39,1,1,-2,19508,10894
200000,0,40,1,0,0,33271,3000
30000,0,22,1,0,2,25096,235
80000,0,51,1,0,-2,747,0
50000,0,50,1,1,2,45912,3000
50000,1,31,1,0,0,48677,2300
280000,0,38,2,0,0,75173,6259
260000,0,48,1,0,-2,0,0
30000,0,22,2,0,-1,10686,1225
210000,0,28,1,1,-2,0,0
50000,1,31,1,0,0,48704,1531
20000,0,29,1,0,0,10372,193
310000,0,47,1,1,0,101957,3000
100000,0,42,1,0,-2,1230,1054
180000,1,36,2,0,0,166960,6000
100000,0,26,2,1,0,8065,0
20000,1,25,2,0,3,0,0
240000,0,46,2,0,0,143883,2000
200000,0,45,2,0,0,155359,6000
30000,0,24,2,0,-1,-4,0
500000,0,38,2,0,-1,120195,4829
230000,0,43,1,0,-2,416,416
110000,1,27,2,0,0,28257,5000
230000,0,34,2,1,-1,13882,9005
80000,1,45,1,1,2,76831,4000
200000,0,33,1,1,-2,0,0
80000,0,51,2,0,0,23567,2000
170000,0,30,1,0,0,105075,4000
120000,0,31,1,1,-1,0,0
100000,1,45,1,1,-1,0,0
210000,0,34,2,1,-1,692,1838
300000,0,26,2,1,-1,657,3412
70000,0,49,2,0,-1,780,989
30000,0,40,2,0,-1,6770,0
30000,0,51,1,0,0,13438,508
80000,0,30,1,0,0,53749,8500
180000,0,37,1,1,-1,13088,8556
360000,0,28,1,1,0,0,0
50000,0,46,1,0,0,30182,1500
170000,0,35,1,0,0,47200,2331
230000,0,40,1,0,-2,225,0
500000,0,44,1,1,-1,18896,16738
30000,1,26,2,0,3,13707,1000
120000,1,31,2,1,-1,4116,7100
200000,1,38,2,1,-2,2089,488
60000,0,38,1,0,0,390,13628
140000,0,39,2,0,2,136431,5000
50000,0,44,2,0,0,0,0
90000,0,35,1,0,-1,3665,1799
150000,0,28,2,1,-1,2222,0
250000,0,29,2,0,-2,3806,2964
100000,1,24,2,0,0,6495,0
320000,1,43,1,1,0,3105,0
50000,0,31,2,0,0,12192,291
90000,1,28,2,1,2,65579,3000
250000,0,42,2,0,0,233072,9000
120000,0,27,2,0,0,16040,4593
140000,0,24,2,0,0,69278,4000
330000,0,34,2,1,0,44798,25017
500000,0,33,1,1,-1,1559,299
30000,0,24,2,0,2,390,780
80000,1,41,1,1,2,83897,11000
320000,0,40,1,1,-1,2670,0
600000,1,50,1,0,0,246081,9306
200000,1,36,2,0,2,81533,6100
240000,0,39,2,0,2,154922,6000
30000,0,54,1,0,0,11922,0
20000,0,33,2,0,0,390,1316
130000,0,32,2,1,0,62065,6000
190000,0,38,1,0,0,104491,4000
470000,0,46,1,1,0,46712,10000
50000,0,29,2,1,0,18236,2000
250000,0,33,1,0,0,8883,1500
500000,0,45,1,1,0,245546,26402
500000,0,28,2,1,0,16120,2554
60000,0,25,2,1,0,12583,1000
20000,1,61,1,0,2,14510,0
50000,0,50,1,0,1,0,0
20000,1,45,1,0,2,36290,500
140000,0,27,2,1,0,4347,6000
80000,0,53,1,0,0,34756,1314
110000,0,29,1,0,0,107145,3668
360000,0,39,2,1,-2,7939,6109
50000,0,21,2,0,0,9442,2000
380000,0,52,1,1,-1,0,0
50000,0,38,1,0,-2,30626,518
300000,0,49,1,0,-1,6005,30000
360000,0,29,1,1,0,3421,0
60000,0,23,2,0,0,30268,2200
30000,0,29,2,0,0,3245,8511
120000,0,28,2,1,0,16379,619
50000,0,26,2,1,-1,13285,0
150000,0,40,1,0,0,17760,6056
50000,1,23,2,0,2,0,390
50000,0,23,2,0,0,30196,2009
50000,1,39,1,0,-1,390,390
550000,0,28,2,1,0,237968,6469
190000,0,37,1,0,2,0,0
310000,0,37,1,0,0,42725,1249
110000,0,49,2,0,0,44703,5000
160000,0,27,1,0,0,26971,390
200000,0,32,2,1,0,195475,10000
300000,0,29,2,1,-1,696,696
150000,0,28,2,0,0,74108,1700
90000,0,57,1,0,-2,0,0
210000,0,26,2,1,-1,16731,15000
360000,0,33,1,1,-1,18335,19775
150000,1,28,2,1,0,0,53082
100000,0,34,1,0,2,148,563
180000,0,26,2,1,-2,10214,0
270000,0,39,1,0,0,108340,3566
60000,0,53,2,0,0,27579,2000
220000,1,33,1,0,2,182649,6319
200000,0,60,2,1,-1,17785,0
120000,0,54,2,0,0,11581,2000
500000,0,43,2,1,-1,77669,62793
50000,0,26,2,0,-2,0,0
30000,0,38,2,0,0,0,0
50000,0,35,1,0,0,28799,1030
20000,1,50,1,0,-1,1320,0
240000,0,27,2,1,2,12773,5503
30000,1,28,2,1,0,13442,1500
70000,0,45,1,0,0,49603,2000
50000,1,25,1,0,0,9412,19000
500000,1,28,2,1,0,78376,10000
170000,0,41,1,1,0,36214,11174
20000,0,22,2,0,-1,0,0
100000,0,27,2,0,0,84983,2730
20000,0,23,2,1,2,18438,2500
210000,0,27,2,0,-1,6356,22427
50000,1,41,1,1,2,8870,1000
20000,0,43,3,0,2,1462,0
190000,0,36,2,0,0,65422,3000
20000,0,35,1,0,0,1188,3241
220000,0,31,2,1,0,84782,4000
20000,0,34,2,0,-1,390,780
140000,0,32,1,0,0,40782,2000
20000,0,27,2,0,0,36552,700
210000,1,50,1,1,-1,180,90
220000,1,36,2,1,-1,5618,3894
120000,1,38,1,1,-1,19100,0
50000,1,25,2,0,3,15300,0
230000,0,24,2,1,2,9320,1637
20000,0,23,2,0,0,18066,0
210000,0,31,2,1,0,111841,4000
210000,0,26,2,1,0,107697,4000
10000,0,38,2,1,0,0,0
100000,1,28,2,0,-1,1612,622
30000,0,23,2,0,0,29669,549
300000,0,40,1,1,2,0,0
140000,0,29,2,1,0,67354,3000
50000,1,35,3,0,0,8442,173
200000,0,40,1,0,0,85500,3000
260000,0,33,2,1,-1,358,0
250000,1,52,1,0,2,36539,0
500000,0,52,1,1,-2,78909,66607
60000,1,44,1,0,0,29798,1100
360000,0,25,2,0,-1,434,886
90000,1,41,1,0,1,-2364,0
150000,1,23,2,0,0,87500,4500
130000,0,54,2,1,-2,11428,1000
120000,1,52,1,0,0,121696,4536
160000,0,29,2,0,0,105336,4200
500000,0,37,1,0,0,84491,4022
130000,0,28,2,1,-1,-20,5350
360000,0,29,2,1,-2,73610,11892
120000,1,51,1,0,0,99988,17400
240000,0,41,1,0,-1,11756,6199
50000,0,35,2,0,0,19234,559
30000,0,27,3,0,0,18149,432
50000,0,25,2,1,0,23281,1000
80000,1,38,1,1,-1,985,399
230000,0,27,2,1,0,5578,3495
50000,0,41,1,1,0,24071,2796
340000,1,42,2,1,0,318240,11000
170000,1,30,2,1,-2,740,740
450000,0,32,2,0,0,19747,0
350000,0,36,2,1,-1,4440,0
50000,0,50,1,0,-1,8628,200
210000,0,25,2,0,-1,64854,0
290000,0,26,2,0,2,26615,2358
180000,1,30,2,1,0,96940,1807
230000,0,34,2,1,0,1935,1000
140000,1,27,1,0,0,104299,3841
30000,1,24,2,1,-1,248,0
140000,0,26,2,1,0,94201,3498
50000,0,46,1,0,0,37113,587
80000,0,22,1,0,-1,1073,1073
120000,0,28,2,1,0,41464,1800
400000,0,37,2,0,-2,27808,14187
70000,0,43,1,0,0,17317,0
190000,1,39,2,0,0,55956,9000
60000,0,40,1,0,0,28217,1000
20000,0,38,1,0,-1,6989,0
30000,1,50,2,0,-1,0,0
450000,0,41,1,1,-1,0,2274
70000,1,38,1,1,0,71179,2800
160000,0,38,1,0,0,75500,5000
140000,0,30,1,0,-1,1567,1707
130000,1,26,2,1,0,10289,540
70000,1,42,2,0,2,48678,2000
10000,0,34,2,0,0,8843,1000
30000,0,54,2,0,0,30117,781
20000,0,42,2,1,0,0,8024
360000,0,44,2,0,-1,7950,1200
50000,1,29,2,0,2,1050,0
20000,1,24,2,0,2,19495,0
110000,0,29,2,0,-1,9704,5038
150000,0,40,2,1,-2,222,401
140000,0,30,1,0,0,12895,600
70000,1,47,1,0,0,64973,2300
80000,0,28,2,0,2,32776,1215
80000,0,32,2,1,0,1156,0
50000,0,24,2,0,2,9952,298
100000,0,27,2,1,0,45683,2000
130000,0,35,2,0,0,0,0
400000,0,32,2,1,0,10219,2007
500000,1,41,2,1,-1,24679,326
450000,0,26,2,1,0,73516,13347
80000,0,26,2,1,0,17882,300
500000,0,45,1,1,-1,9061,7063
210000,0,32,2,1,-2,27100,75000
440000,0,28,2,1,0,48225,3000
280000,0,27,2,1,0,7021,7900
10000,1,50,1,0,2,2400,0
210000,0,36,1,0,0,65287,2500
100000,0,26,2,1,0,68030,2600
210000,1,33,2,1,0,0,0
500000,0,37,1,1,-1,158400,4294
150000,0,39,1,1,0,61136,2024
390000,0,40,1,1,-1,206462,15055
100000,1,26,1,0,0,28832,1964
300000,0,45,1,1,-1,2041,360
80000,0,46,1,0,0,30477,1700
50000,0,22,2,0,2,19475,912
200000,0,34,2,0,0,40138,3000
380000,0,42,1,1,-1,316,1323
90000,0,25,2,0,0,33061,1500
50000,1,27,2,1,2,7800,800
30000,0,51,2,0,-1,0,0
300000,0,44,1,1,0,9597,19769
20000,1,57,1,0,-1,2942,0
50000,0,47,1,1,-1,0,0
50000,0,28,2,1,0,29949,399
70000,0,42,3,0,0,10220,10000
230000,0,34,1,1,0,103929,4300
290000,0,37,1,0,0,222558,4012
240000,0,49,1,1,-1,0,517
330000,0,32,2,1,2,0,0
300000,0,38,1,1,0,32862,1132
160000,1,40,1,1,-1,326,326
360000,0,36,1,1,0,41179,5000
60000,1,49,3,0,0,12996,1000
200000,0,42,2,1,0,184067,7000
220000,0,50,2,1,0,-2,0
500000,0,42,1,0,0,77223,2385
10000,1,38,2,0,0,9356,192
20000,0,47,3,0,2,18485,582
50000,1,33,1,0,0,25742,0
220000,1,27,2,0,-1,1154,2205
140000,1,38,1,0,2,135859,5300
80000,0,27,2,1,0,48220,0
70000,0,24,2,1,0,58329,0
390000,0,32,1,1,-1,13407,709
10000,0,47,1,0,0,6530,6276
290000,0,36,2,1,0,111765,14705
280000,0,47,1,0,-1,2390,2851
250000,0,29,1,0,0,30188,1139
80000,1,45,1,0,2,35553,1500
500000,0,37,1,0,0,202938,19384
50000,0,26,2,0,0,8793,500
20000,0,23,2,0,-1,3910,16522
50000,1,23,2,0,0,35836,580
160000,1,47,1,0,-2,0,0
20000,1,24,2,0,2,1650,0
80000,0,25,1,0,-1,1395,0
290000,0,27,1,0,0,281225,12020
20000,0,25,1,0,0,9121,150
30000,0,37,1,0,0,32739,1000
170000,0,32,2,1,2,79267,0
700000,0,36,1,1,0,271596,20000
50000,0,58,3,0,0,18165,623
200000,0,31,2,1,-2,42163,3036
20000,0,27,1,0,0,18037,2000
60000,0,41,1,0,0,13349,5000
160000,0,42,1,0,-1,436,0
370000,0,34,1,0,-1,20652,10684
500000,0,49,2,0,0,228014,26542
500000,0,40,1,0,-2,282777,9030
50000,1,22,2,1,0,20316,2950
140000,0,36,1,1,0,79757,7500
210000,1,50,1,0,-1,390,780
300000,1,56,1,1,-2,0,0
60000,1,23,2,0,0,18107,3000
80000,1,60,1,0,2,52279,1000
50000,0,48,1,0,0,50343,5021
240000,0,44,1,0,0,11110,2000
360000,0,27,2,1,-1,6552,2989
140000,0,24,2,1,0,11519,1000
310000,0,37,1,1,0,198027,7000
20000,0,22,2,0,0,17370,0
140000,0,29,2,0,0,18093,0
440000,0,62,1,1,0,150,1392
330000,0,34,1,0,0,18138,300
60000,0,26,2,1,0,32971,1500
120000,0,23,2,0,0,4305,60000
290000,0,34,2,0,-1,3586,9139
20000,0,26,2,0,2,15983,1463
500000,1,64,1,0,-1,618,933
20000,0,25,2,0,2,1000,0
150000,1,46,1,0,2,12147,400
490000,0,42,1,0,-1,8604,1345
170000,0,24,2,0,0,138419,278311
50000,1,27,2,1,2,2399,1300
150000,0,40,1,0,0,49851,0
390000,0,41,2,1,-1,4893,7271
380000,0,33,2,1,0,84832,3000
170000,0,34,1,0,-2,-27,0
170000,0,26,1,0,0,28910,259
390000,1,36,1,1,-1,290,66
30000,0,28,2,0,2,22622,900
300000,0,48,1,0,-1,3427,0
180000,0,25,2,1,-1,8418,0
360000,0,27,1,0,0,101486,2000
230000,0,42,1,0,0,7396,2000
30000,1,28,2,0,2,28218,600
400000,0,45,1,0,-1,44843,6309
20000,1,47,2,0,0,19807,700
100000,0,26,2,0,-1,1516,3431
340000,1,43,1,0,-2,-15,0
30000,0,22,2,0,0,19933,0
440000,1,38,1,0,-1,925,776
100000,0,46,1,0,-1,780,0
30000,0,28,2,0,0,980,0
20000,1,43,2,0,2,18855,0
200000,0,40,1,0,2,201490,5346
180000,0,34,2,0,0,72989,2000
50000,0,34,2,0,-1,725,0
210000,0,27,2,0,0,101628,5000
210000,0,24,2,0,0,103697,2682
220000,0,36,1,1,0,134664,5000
240000,0,36,1,1,0,206747,8000
200000,1,33,2,0,0,4248,1000
20000,1,46,2,0,0,0,0
180000,0,33,1,1,-1,17993,32852
90000,1,26,2,1,0,65923,2400
130000,1,56,1,0,-1,441,291
100000,1,51,1,1,2,98283,2000
450000,0,54,2,1,-2,30050,0
210000,0,42,1,0,0,54256,5595
380000,0,28,2,0,0,33060,250400
20000,0,39,1,0,0,-15306,0
50000,0,27,2,1,0,20570,225
50000,1,24,2,1,-1,-66,11000
160000,0,42,2,0,0,49640,2000
450000,0,27,1,1,-1,-25,392
30000,0,47,1,0,2,23725,0
310000,0,31,1,0,0,77242,3000
50000,1,26,2,0,0,47654,0
160000,0,35,2,0,0,41891,1592
170000,0,31,2,1,-1,1958,202
230000,0,28,2,1,-1,60562,6059
20000,0,25,2,0,0,798,1188
50000,0,22,2,0,-2,29842,1500
140000,0,25,1,0,-2,38339,40158
50000,0,43,2,0,2,25553,2000
280000,0,31,2,0,-2,0,0
360000,0,31,2,1,-2,0,0
50000,0,22,2,0,0,7921,500
20000,0,21,2,0,0,18762,851
310000,0,34,1,0,0,27341,3000
260000,0,33,2,0,0,-14,2021
80000,1,41,1,1,2,8864,900
30000,1,42,2,0,2,14423,521
340000,0,29,2,0,0,69725,1100
260000,0,27,2,1,-1,1795,2500
420000,0,40,1,0,0,20256,5000
80000,1,54,1,1,2,15382,200
400000,0,36,1,1,0,12780,31071
460000,0,50,1,1,-1,38586,0
200000,0,39,2,0,0,34050,1022
160000,0,52,1,0,-1,540,390
70000,1,26,2,1,0,8869,500
290000,0,43,2,0,-2,128608,5407
120000,0,29,2,1,0,-660,0
100000,0,26,2,1,0,57540,0
30000,0,55,1,0,0,780,0
30000,1,23,2,1,0,17416,653
50000,0,23,2,1,0,37744,5000
210000,1,39,1,1,-1,3115,2460
10000,1,24,2,0,3,5569,364
250000,0,50,1,1,-2,1187,2678
230000,0,31,1,0,-1,7982,1000
150000,0,26,2,1,-2,0,0
20000,1,22,2,1,2,0,0
150000,0,41,1,0,0,71757,1561
20000,0,48,2,0,0,8061,305
400000,0,30,2,1,-1,7123,37546
20000,0,40,1,0,2,19517,3000
440000,1,45,1,0,-1,1321,0
20000,0,26,2,0,-1,540,780
320000,0,26,2,1,-1,316,316
300000,0,37,1,1,0,0,0
50000,0,24,1,0,-1,2338,18957
210000,0,27,2,1,0,118722,4500
350000,0,33,2,1,-1,2154,103202
470000,0,33,1,1,-1,2891,1958
300000,0,28,2,1,-2,0,0
30000,1,25,2,0,2,1050,0
210000,0,28,2,0,0,98885,3875
30000,0,37,1,1,0,6422,160
200000,0,27,2,0,0,118084,4066
140000,0,41,1,0,0,113368,0
50000,0,26,2,1,0,30894,0
10000,1,32,2,0,2,7850,0
390000,0,28,2,0,0,84353,20000
50000,0,50,1,0,0,29403,897
50000,1,25,1,0,0,22732,258
30000,0,31,2,0,-1,0,0
50000,1,31,2,1,3,34032,0
50000,0,33,2,1,-2,6300,0
260000,0,41,3,1,0,243277,8100
50000,0,34,2,1,-2,300,980
140000,0,28,2,1,-1,4732,2114
490000,0,28,2,1,0,396687,10664
60000,1,24,2,0,2,57063,3500
80000,1,39,2,1,0,68247,2500
80000,0,26,2,1,0,47655,1800
290000,0,28,2,1,0,122755,7681
280000,0,28,2,0,0,103983,3652
130000,0,29,2,0,0,114763,0
20000,0,52,1,0,-1,780,780
50000,1,31,2,0,0,19978,1000
330000,0,28,2,1,-1,11,0
150000,1,40,2,0,-1,772,398
150000,0,26,2,0,0,101982,5000
210000,0,27,3,0,0,86517,3373
10000,1,28,3,0,0,8256,500
300000,0,32,1,0,0,0,0
140000,0,35,2,0,0,87287,3120
50000,0,26,2,0,-2,0,9033
140000,0,30,2,1,-1,1367,0
50000,0,32,1,0,0,16534,623
500000,0,35,2,1,0,846,860
500000,0,36,1,0,0,46393,6994
20000,0,38,2,0,-1,390,0
420000,0,47,1,1,-1,10223,3754
60000,1,37,1,0,2,26889,3000
60000,0,37,1,0,0,47245,10000
190000,0,35,2,0,0,97079,3600
220000,1,48,1,1,2,0,0
110000,1,28,2,0,2,89025,2300
290000,0,33,1,0,-1,3441,1643
50000,0,25,1,0,0,19698,1000
110000,0,39,2,0,0,47693,2020
230000,0,35,1,0,-2,-4,4649
250000,0,42,1,1,-1,0,0
100000,0,26,2,1,0,16602,5000
30000,0,23,2,1,0,31208,1500
230000,0,47,1,1,-2,0,0
50000,1,29,1,0,0,28877,12000
420000,0,33,2,1,-1,0,0
30000,0,33,2,0,0,26709,66
20000,1,34,2,1,2,4617,0
200000,0,43,1,1,0,146351,6000
90000,0,27,2,1,2,19682,10000
110000,0,45,1,0,0,40633,1600
60000,0,26,2,0,0,59518,0
80000,0,35,2,1,0,7848,780
50000,0,41,1,0,2,58110,102
180000,0,28,2,1,-2,383,847
110000,0,39,2,0,0,111870,4220
150000,0,33,1,1,0,118500,3500
120000,0,30,2,0,0,78616,3000
150000,0,40,2,1,0,142745,7200
360000,0,42,1,0,-1,9057,6548
60000,1,56,1,0,0,27372,860
480000,0,40,1,0,0,65200,2207
400000,0,25,2,0,0,22722,154700
60000,0,24,2,0,2,48135,2750
240000,1,29,1,0,0,211373,7621
30000,0,27,2,1,0,0,0
240000,0,38,2,1,0,12697,8000
50000,1,23,2,0,0,9261,1000
130000,0,27,2,1,0,66432,1926
30000,0,49,1,0,0,26798,0
10000,0,35,1,0,0,9856,180
180000,0,27,2,0,0,105867,2000
230000,0,26,2,0,0,11826,500
30000,0,27,2,1,2,29887,1000
50000,0,52,1,0,2,9298,333
500000,0,30,2,1,-1,59587,527143
360000,0,30,2,0,-1,0,0
460000,0,43,1,1,-2,258056,38700
10000,0,32,2,0,0,9469,0
270000,0,32,2,1,0,57961,2791
80000,0,43,1,0,0,38510,2015
100000,0,32,2,1,0,89082,3004
20000,1,42,1,0,2,0,0
300000,1,38,1,0,-1,495,495
30000,0,44,2,0,-1,23346,8984
160000,1,33,2,1,-1,447,0
30000,0,25,2,0,0,22070,0
160000,0,31,2,1,-1,4098,3007
380000,0,31,2,1,-2,202129,17000
180000,0,43,2,0,0,164717,5000
100000,0,45,1,1,0,19299,1000
260000,0,38,1,1,-1,3526,527
180000,0,25,2,0,0,91639,3704
240000,0,38,1,0,0,228276,9000
30000,1,44,3,0,0,15760,2000
50000,0,26,2,0,0,15587,1000
180000,0,43,1,0,-1,8198,844
20000,0,24,2,0,0,12428,0
130000,1,31,2,0,0,12450,0
240000,0,36,1,1,-1,-142,0
160000,0,35,1,0,-2,0,0
60000,1,29,2,0,0,7973,0
100000,0,35,1,0,0,55704,2112
320000,0,28,2,0,-2,495,495
110000,0,62,1,0,0,23216,111
50000,1,31,2,1,2,48055,1700
50000,1,38,1,0,0,32185,1300
140000,0,39,2,0,0,133031,6000
80000,1,46,1,0,0,80330,0
50000,0,23,2,0,0,20361,1500
140000,1,35,1,0,2,134665,0
210000,0,52,1,0,0,2241,2241
130000,0,35,1,0,0,-37594,80000
200000,1,31,2,1,-1,390,390
110000,0,40,2,0,0,7111,0
140000,0,27,2,0,2,114633,0
20000,0,43,2,0,-1,540,0
450000,1,30,2,0,0,462666,20000
170000,0,36,1,0,0,57469,2208
170000,0,36,1,0,0,124205,4500
180000,0,29,2,0,0,172275,4754
200000,0,39,1,1,0,188375,6700
80000,0,27,1,0,0,5524,1000
150000,0,41,2,0,0,13895,1003
160000,1,31,2,1,0,9808,2000
60000,0,38,2,0,-1,443,0
240000,1,39,1,0,3,47993,2000
20000,1,24,2,0,0,390,0
500000,0,30,2,1,0,409337,10000
280000,0,50,2,0,-1,3989,27192
200000,1,50,3,1,2,181281,5900
290000,0,29,2,1,-1,14936,6309
80000,1,34,2,1,0,66308,3000
20000,1,61,1,0,2,8945,0
400000,0,41,2,1,-1,42195,13663
30000,0,53,1,0,0,29837,1436
130000,1,34,1,1,0,54774,2004
60000,0,33,1,0,0,21508,3000
20000,0,37,1,0,-1,370,800
160000,0,43,1,0,-2,800,50000
110000,0,25,2,0,2,101521,3500
230000,0,40,1,1,0,57798,2000
20000,0,22,2,1,-1,0,0
140000,0,34,1,0,0,20891,1500
130000,0,48,1,0,0,44190,3000
130000,1,47,2,1,2,21652,0
200000,0,30,1,0,0,60792,55000
60000,1,43,1,0,2,0,14000
20000,0,25,2,1,-1,3184,4000
110000,1,32,2,1,-2,0,0
320000,1,27,2,1,-1,0,0
130000,0,40,3,0,0,86644,4000
280000,0,50,1,1,5,154010,2257
290000,0,34,2,1,-1,0,1209
30000,0,28,1,0,0,13784,1077
80000,0,28,2,0,-1,0,0
70000,0,24,2,1,0,6950,2000
80000,0,44,1,0,0,78567,3200
200000,0,33,1,1,-1,0,0
50000,0,28,1,0,0,18767,1000
120000,0,28,2,0,0,29972,2000
80000,0,29,2,1,0,60533,6500
200000,1,35,1,0,0,59454,0
90000,0,34,1,0,-2,0,0
30000,0,38,1,0,2,29527,0
30000,0,29,1,0,-1,14709,0
50000,0,23,2,0,0,19334,677
150000,0,31,2,0,0,112067,1000
280000,0,42,1,0,0,156830,5616
10000,0,25,2,0,0,9781,0
160000,0,35,1,0,0,119511,4000
160000,0,30,1,0,0,0,0
390000,0,46,1,1,-1,9096,2901
50000,1,22,2,0,0,18020,1000
50000,0,26,2,0,0,7000,1880
150000,0,28,2,0,0,46259,2058
50000,0,23,2,0,0,16330,700
190000,0,39,2,1,0,83760,3500
10000,1,29,2,0,2,142,0
210000,0,37,2,1,-2,199272,0
230000,0,32,2,1,-2,419,735
150000,0,52,1,1,-1,25907,46798
230000,0,34,1,1,0,6981,6342
80000,0,28,2,1,2,3547,1000
160000,0,31,2,0,-1,1285,0
500000,0,27,2,1,-1,9558,930
180000,0,34,2,1,0,31173,1500
30000,1,23,2,0,2,29329,0
130000,0,47,1,1,0,68131,1700
10000,0,46,1,0,0,1864,1500
20000,0,45,1,0,-1,654,264
30000,0,27,2,0,0,29466,1000
30000,1,38,2,0,0,25418,0
320000,0,39,1,1,0,53870,5000
10000,1,23,2,0,2,9933,0
350000,0,53,2,0,-1,1385,1153
20000,0,35,2,0,0,18914,0
50000,0,25,2,0,4,50713,1926
